folder,name,data,dirty,daylight,night,sunrisesunset,dawndusk,sunny,clouds,fog,storm,snow,warm,cold,busy,beautiful,flowers,spring,summer,autumn,winter,glowing,colorful,dull,rugged,midday,dark,bright,dry,moist,windy,rain,ice,cluttered,soothing,stressful,exciting,sentimental,mysterious,boring,gloomy,lush
00018963,00018963/20130321_151618.jpg,"[[[117 149 190]
  [201 227 255]
  [103 132 172]
  ...
  [  0   0   8]
  [  0   0   5]
  [  1   1   0]]

 [[ 58  93 151]
  [215 243 255]
  [128 159 214]
  ...
  [  0   0   5]
  [  0   0   5]
  [  1   0   0]]

 [[ 44  91 171]
  [119 157 230]
  [ 56  95 174]
  ...
  [  0   0   4]
  [  0   1   5]
  [  1   0   0]]

 ...

 [[ 29  55 129]
  [ 27  53 128]
  [ 28  51 127]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 34  52 102]
  [ 31  48 100]
  [ 35  51 103]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   3  35]
  [  0   3  36]
  [  0   3  36]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]","0.30325,5","0.045288,6","0.92397,6","0.40399,6","0.33804,6","0.036487,5","0.074527,5","0.030718,5","0.1232,7","0.93271,6","0.24424,5","0.61656,5","0.76069,7","0.80959,5","0.086406,6","0.1602,6","0.049492,5","0.015513,6","0.6282,5","0.66243,5","0.049473,5","0.016129,6","0.52541,5","0.028227,6","0.43738,7","0.77949,5","0.024335,5","0.50729,5","0.48377,6","0.037777,6","0.38944,5","0.71651,6","0.025344,5","0.14372,6","0.84434,6","0.18302,5","0.70911,6","0.40811,6","0.16923,5","0.027938,5"
00018964,00018964/20120524_104707.jpg,"[[[120 128 131]
  [220 228 241]
  [112 123 141]
  ...
  [128 142 145]
  [131 158 175]
  [ 99 145 179]]

 [[228 232 233]
  [ 88  91  96]
  [212 216 225]
  ...
  [131 140 139]
  [147 165 175]
  [ 97 131 156]]

 [[240 244 243]
  [134 135 137]
  [221 222 226]
  ...
  [105 115 114]
  [204 221 228]
  [101 124 142]]

 ...

 [[  7   6   1]
  [ 14  10   7]
  [ 11   7   6]
  ...
  [ 42  27  20]
  [ 39  21  11]
  [ 47  25  14]]

 [[  9   8   4]
  [  9   5   4]
  [  6   2   3]
  ...
  [ 36  21  18]
  [ 40  21  14]
  [ 45  23  12]]

 [[  8   7   5]
  [  6   2   1]
  [ 10   6   7]
  ...
  [ 37  22  19]
  [ 49  30  23]
  [ 59  37  26]]]","0.048609,5","0.13152,5","0.85166,6","0.19412,5","0.69056,5","0,6","0.47384,6","0.22293,6","0.074171,6","0.020093,4","0.17084,6","0.15395,6","0.34395,6","0.18475,5","0.014162,6","0.18535,5","0.0082942,5","0.32548,4","0.00081162,5","0.9403,5","0.4346,5","0.6348,6","0.59213,6","0.02533,6","1,6","0.50657,5","0.19352,3","0.034464,5","0.2667,7","0.061289,5","0.025758,6","0.6487,7","0.049859,5","0.66511,6","0.44205,6","0.60673,6","0.67266,5","0.17777,6","0.1988,7","0.25797,6"
00018965,00018965/20121217_174813.jpg,"[[[ 54  65 119]
  [ 49  61  99]
  [ 97 108 136]
  ...
  [  1   1  11]
  [  1   0   5]
  [  3   0   0]]

 [[ 46  63 117]
  [ 51  64 116]
  [ 46  58 110]
  ...
  [  6   8  21]
  [  0   0   5]
  [  1   0   0]]

 [[ 43  63 124]
  [ 46  63 132]
  [ 50  66 141]
  ...
  [  4   7  24]
  [  0   0   7]
  [  0   0   0]]

 ...

 [[  7  11  10]
  [  9  11  10]
  [  9  11  10]
  ...
  [ 10  12   9]
  [  1   1   1]
  [  0   0   0]]

 [[  0   1   0]
  [  0   1   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  1   1   1]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  2   0   1]]]","0.98943,6","0,6","1,5","0.38669,6","0.44524,6","0.036655,7","0.046461,5","0.1014,5","0.077489,5","0.97359,5","0.014982,5","0.94863,6","0.050645,6","0.53186,5","0.12432,5","0.043232,6","0.059597,6","0.16934,6","1,7","0.50429,6","0.42246,5","0.38399,5","0.92846,6","0,5","0.93784,6","0.56464,5","0.029219,6","0.87188,5","0.59486,5","0.016473,3","0.98448,6","0.3903,5","0.24259,5","0.13605,5","0.57706,5","0.25621,5","0.50917,6","0.47498,6","0.19282,6","0.013655,5"
00018997,00018997/13.jpg,"[[[ 15  52  71]
  [ 15  51  73]
  [ 16  52  76]
  ...
  [ 57  78 109]
  [ 60  79 112]
  [ 55  74 107]]

 [[ 16  51  73]
  [ 15  49  74]
  [ 20  52  77]
  ...
  [ 52  78 105]
  [ 55  80 110]
  [ 56  83 112]]

 [[ 18  50  75]
  [ 19  49  75]
  [ 20  47  74]
  ...
  [ 53  83 109]
  [ 55  87 112]
  [ 60  94 121]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]","0.23879,6","0.085672,5","1,6","0.35477,7","1,6","0.00031973,7","0.32223,6","0.084641,6","0.034797,6","0.023391,6","0,6","0.34321,6","0.36783,5","0.035368,4","0.034564,7","0.12901,7","0.39025,5","0.0041692,5","0.24167,6","0.19089,8","0.017396,6","0.29239,5","0.23682,5","0,5","0.95399,5","0.045556,6","0.06014,6","0.68793,5","0.01973,7","0.36253,5","0.044631,6","0.24691,6","0.42238,5","0.35117,6","0.026848,5","0.44607,6","0.41588,6","0.37924,6","0.51038,6","0.0081123,5"
00019000,00019000/6.jpg,"[[[ 19 110 242]
  [  4 101 231]
  [  7 110 239]
  ...
  [  9 103 225]
  [  8 103 229]
  [  2 100 227]]

 [[  9 107 234]
  [ 10 107 237]
  [  6 105 234]
  ...
  [  4  94 214]
  [  5  95 217]
  [  8  98 221]]

 [[ 11 114 235]
  [  9 107 234]
  [  2 100 227]
  ...
  [  6  93 209]
  [ 12  95 215]
  [ 10  90 213]]

 ...

 [[  1  20  50]
  [  0  20  57]
  [  1  20  62]
  ...
  [  1   1   9]
  [  4   3  17]
  [  3   2  20]]

 [[  2  18  54]
  [  0  17  60]
  [  0  18  61]
  ...
  [  0   0  12]
  [  2   1  17]
  [  0   0  20]]

 [[  1  16  55]
  [  1  19  59]
  [  1  20  62]
  ...
  [  0   0  15]
  [  0   0  18]
  [  1   2  20]]]","0.2596,6","0.11446,8","0.99148,7","0.00057457,5","0.59425,6","0.047187,6","0.5942,6","0.36781,6","0.48596,6","0,5","0.0098337,6","0.47495,5","0.33927,4","0.49938,6","0.094691,6","0.39462,5","0.26894,5","0.011714,6","0.18447,5","0.017757,5","0.28589,5","0.68876,6","0.39008,5","0.053125,7","1,5","0.53586,6","0.06972,6","0.49068,6","0.25404,5","0.697,3","0.030263,6","0.45018,5","0.3522,7","0.24302,5","0.11003,5","0.14062,6","0.64883,5","0.37055,6","0.51144,7","0.32287,7"
00019246,00019246/20120518_025422.jpg,"[[[ 6  7  2]
  [ 7  6  2]
  [ 6  7  2]
  ...
  [ 2  3  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[62 63 58]
  [62 61 57]
  [60 61 56]
  ...
  [24 25 20]
  [ 0  0  0]
  [ 0  0  0]]

 [[69 68 64]
  [68 67 63]
  [68 67 63]
  ...
  [25 26 21]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[49 46 27]
  [55 49 33]
  [51 48 33]
  ...
  [26 25 20]
  [ 0  0  0]
  [ 0  0  0]]

 [[52 47 27]
  [53 47 31]
  [50 47 30]
  ...
  [25 26 21]
  [ 0  0  0]
  [ 0  0  0]]

 [[52 47 27]
  [52 49 30]
  [52 49 30]
  ...
  [25 26 21]
  [ 0  0  0]
  [ 0  0  0]]]","0.14967,5","0.010314,9","0.96262,6","0.021606,6","0.56288,5","0.02171,5","0.9633,6","0.8589,5","0.66706,7","0.021647,11","0.024133,5","0.31056,5","0.22974,6","0.01949,8","0.0966,11","0.05286,5","0.2253,5","0.33038,5","0.11174,8","0.38018,7","0,5","0.6163,5","0.4493,11","0.033961,6","0.97785,7","0.24187,8","0.49767,6","0.58238,6","0.20575,6","0.61104,6","0.11727,8","0.45069,6","0.17625,7","0.71291,5","0.022177,6","0.32727,6","0.11564,7","0.76082,6","0.90097,7","0.1426,5"
00019388,00019388/20130126_061413.jpg,"[[[125 126 128]
  [123 127 128]
  [122 126 127]
  ...
  [139 140 142]
  [228 228 228]
  [109 107 108]]

 [[126 126 124]
  [126 126 124]
  [125 125 123]
  ...
  [150 149 144]
  [166 163 156]
  [ 75  72  65]]

 [[126 126 124]
  [126 126 124]
  [125 125 123]
  ...
  [226 227 222]
  [ 60  61  55]
  [119 120 114]]

 ...

 [[ 66  66  56]
  [ 69  69  61]
  [ 70  69  64]
  ...
  [ 15  19  28]
  [ 14  18  30]
  [ 16  20  32]]

 [[ 67  67  57]
  [ 68  68  58]
  [ 69  69  61]
  ...
  [ 19  20  25]
  [ 13  16  23]
  [ 18  18  28]]

 [[ 68  68  58]
  [ 67  67  55]
  [ 68  68  58]
  ...
  [ 20  21  25]
  [ 21  22  27]
  [ 23  22  30]]]","0.83237,7","0.020002,5","1,5","0.028687,6","0.19444,5","0.050206,6","0.71904,6","0.029474,6","0.16655,5","0.29889,6","0.044707,5","0.30046,5","1,5","0.8623,5","0.03526,5","0.10413,5","0.021514,6","0.23563,5","0.89043,7","0.95299,6","0.54256,5","0.2144,6","0.5217,5","0.14218,6","0.63397,6","0.55156,5","0.13425,5","0.65233,5","0.053198,5","0.10927,5","0.17618,4","0.60103,5","0.57518,6","0.14563,6","0.78952,5","0.17732,6","0.53783,5","0.15215,5","0.19107,5","0.018358,6"
00019394,00019394/20121230_145001.jpg,"[[[178 197 204]
  [178 194 209]
  [179 195 211]
  ...
  [  5   9   8]
  [  1   2   0]
  [  0   0   0]]

 [[182 197 200]
  [182 196 207]
  [179 195 211]
  ...
  [  4  10  10]
  [  0   1   0]
  [  0   0   0]]

 [[181 197 196]
  [177 191 200]
  [180 193 209]
  ...
  [  3  11  13]
  [  0   1   0]
  [  0   0   0]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  1   0   0]]]","0.13837,6","0.16138,6","0.7254,5","0.26861,6","0.44152,5","0.031674,6","0.73789,5","0.10113,6","0,5","0.0039785,6","0.19255,5","0.16047,5","0,6","0.29642,5","0.038731,5","0.045445,5","0.021672,5","0.053918,5","0.048152,6","0.088061,6","0.045424,5","0.80821,5","0.41692,5","0.044926,5","0.37588,5","0.032995,5","0.62227,6","0.026344,6","0.10842,5","0.30893,7","0.026644,6","0.17579,6","0.238,6","0.34154,5","0.017046,6","0.021525,5","0.029729,5","0.53742,5","0.48698,6","0.15892,6"
00019435,00019435/20120807_003033.jpg,"[[[ 61  80 120]
  [ 60  79 121]
  [ 61  80 122]
  ...
  [ 69  92 133]
  [ 68  91 132]
  [ 69  92 133]]

 [[ 62  81 121]
  [ 59  81 122]
  [ 62  81 123]
  ...
  [ 69  92 133]
  [ 68  91 132]
  [ 68  91 132]]

 [[ 61  80 120]
  [ 62  81 123]
  [ 63  82 125]
  ...
  [ 68  91 132]
  [ 67  91 129]
  [ 67  90 131]]

 ...

 [[  0   0   2]
  [  0   0   2]
  [  0   0   0]
  ...
  [ 12  13  18]
  [  4   5   7]
  [  0   0   0]]

 [[  0   0   2]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   2]
  [  0   0   2]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  1   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]","0.027461,6","0.18935,5","0.88136,6","0.17917,8","0.24324,5","0.020317,8","0.86765,6","0.032061,6","0.37279,5","0.023296,13","0.032007,6","0.17327,5","0.8177,10","0.70393,5","0.005272,9","0.096191,8","0.39025,6","0.10723,5","0.18645,6","0.58943,5","0.67209,6","0.15721,6","0.044511,10","0.045079,10","0.51494,5","0.67996,6","0.29998,5","0.75526,5","0.50126,6","0.17684,7","0.025134,9","0.31906,8","0.37394,7","0.047206,6","0.6597,6","0.57397,6","0.82787,5","0.028986,6","0.15599,5","0.020131,11"
00019827,00019827/20121103_182542.jpg,"[[[ 0  0  4]
  [ 0  0  5]
  [ 0  0  7]
  ...
  [32 49 75]
  [32 49 75]
  [31 48 74]]

 [[ 6  9 18]
  [24 26 39]
  [22 23 43]
  ...
  [32 49 75]
  [31 48 74]
  [33 50 76]]

 [[14 17 36]
  [35 39 64]
  [50 53 86]
  ...
  [32 49 75]
  [31 48 74]
  [32 49 75]]

 ...

 [[20 18 21]
  [29 27 28]
  [28 27 25]
  ...
  [68 69 61]
  [75 75 67]
  [30 29 24]]

 [[ 1  1  3]
  [ 1  1  1]
  [ 2  1  0]
  ...
  [61 62 56]
  [64 65 59]
  [27 26 22]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [10  9  4]
  [10 11  6]
  [ 4  5  0]]]","0.19137,7","0.15819,6","0.74302,6","0.039748,7","0.32902,8","0.19239,7","0.20552,5","0.03172,6","0.024091,6","0.099199,8","0.34988,6","0.54028,6","0.021944,9","0.25132,5","0.1557,11","0.025344,5","0.39275,5","0.5522,7","0.23858,5","0.15802,5","0.12458,6","0.78415,7","0.98628,11","0.0064305,7","0.5476,6","0.021643,7","0.93043,6","0.16541,6","0.032985,6","0.13198,9","0.018179,6","0.26239,7","0.19472,7","0.10016,5","0.19476,5","0.17501,6","0.44431,7","0.26148,6","0.35419,6","0.16642,12"
00019906,00019906/20130312_115137.jpg,"[[[  1   0   0]
  [  1   0   0]
  [  0   0   0]
  ...
  [141 179 190]
  [105 128 136]
  [  0   5  10]]

 [[  0   0   2]
  [  0   0   0]
  [  0   1   0]
  ...
  [141 177 191]
  [109 132 140]
  [  0   6  11]]

 [[  0   1   0]
  [  0   1   0]
  [  0   0   0]
  ...
  [143 176 193]
  [117 137 148]
  [  0   7  12]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   2]
  [  0   0   0]
  [  0   0   0]
  ...
  [  1   1   1]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   1   0]
  ...
  [  1   1   1]
  [  0   0   0]
  [  0   0   0]]]","0.36199,6","0.44891,6","0.99123,6","1,7","0.92613,7","0.071516,7","0.45135,6","0.036406,5","0.0060079,8","0.073378,5","0.019034,6","0.021067,5","0.092607,6","0.57399,8","0.073023,7","0.15463,6","0.01292,5","0.2261,6","0.036524,6","0.82928,5","0.69053,8","0.72154,5","0.0075191,6","0.11006,8","0.61748,6","0.15899,5","0.60261,5","0.18468,6","0.37725,8","0.0051472,7","0.061088,6","0.84462,7","0.16858,5","0.14649,5","0.42008,6","0.10789,7","0.25286,6","0.44794,6","0.45544,7","0.028007,6"
00019919,00019919/20120829_125229.jpg,"[[[ 0  1 20]
  [ 0  1 21]
  [ 0  1 25]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 1  0  2]]

 [[13 14 58]
  [10 14 49]
  [13 20 49]
  ...
  [ 0  0  9]
  [ 0  0  4]
  [ 1  0  0]]

 [[12 13 78]
  [ 8 14 66]
  [ 8 20 60]
  ...
  [ 4  8 35]
  [ 0  0 10]
  [ 1  0  0]]

 ...

 [[ 4  8 19]
  [ 0  3 10]
  [ 1  2  6]
  ...
  [ 0  1  5]
  [ 1  1  1]
  [ 1  0  0]]

 [[ 0  0  5]
  [ 0  1  5]
  [ 1  3  2]
  ...
  [ 3  2  7]
  [ 1  1  3]
  [ 1  0  0]]

 [[ 2  0  3]
  [ 0  1  5]
  [ 0  3  6]
  ...
  [ 2  1  9]
  [ 1  0  5]
  [ 1  0  0]]]","0.20943,8","0.041821,5","1,7","0.034137,5","0.74536,6","0.046206,5","0.021386,4","0.016319,5","0.015105,7","0.31266,7","0.020071,5","0.49868,3","0.010111,8","0.1291,6","0.061433,10","0.034961,6","0.027341,4","0.13394,5","0.036425,4","0.028864,7","0.25122,6","0.83584,6","0.81439,6","0.047278,6","0.87541,9","0.01423,5","0.55791,7","0.28634,5","0.12147,8","0.17803,7","0.0093812,5","0.27411,7","0.18478,5","0.04961,6","0.016846,6","0.16468,7","0.71147,5","0.75607,6","0.4201,5","0.02617,10"
00019920,00019920/20130323_024309.jpg,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[1 1 1]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[4 4 4]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]","0.12299,7","0.082232,6","1,6","0.68665,5","0.79519,5","0,5","0,5","0.024168,5","0,5","0,6","0.22439,5","0.13555,6","0,5","0.24611,6","0.029823,7","0.18537,5","0.32911,5","0,3","0.023311,6","0.15249,6","0.010727,5","0.60419,5","0.85031,9","0.025275,5","0.98531,7","0.12922,7","0.51293,4","0.076862,7","0.04051,5","0.19682,6","0.084257,5","0.18022,5","0.62868,5","0.25593,5","0.086595,5","0.24936,5","0.25495,7","0.32816,7","0.34964,5","0.006036,5"
00021901,00021901/20130322_002516.jpg,"[[[ 19  51 102]
  [ 22  56  91]
  [ 35  66  94]
  ...
  [ 55  70  99]
  [ 55  68  85]
  [ 71  75  87]]

 [[ 17  53 103]
  [ 27  71 108]
  [ 24  69 100]
  ...
  [ 56  67  97]
  [ 60  76  99]
  [ 61  79  99]]

 [[ 25  61 111]
  [ 31  76 118]
  [ 16  66 103]
  ...
  [ 56  69 103]
  [ 51  72  99]
  [ 44  74 100]]

 ...

 [[  9   9   9]
  [ 68  68  68]
  [  6   6   8]
  ...
  [  2   1   0]
  [  2   1   0]
  [  5   1   0]]

 [[  4   4   4]
  [ 50  50  50]
  [ 56  56  58]
  ...
  [  2   0   1]
  [  4   0   0]
  [  3   0   0]]

 [[  4   2   3]
  [  7   6   4]
  [ 10  10   8]
  ...
  [  1   1   3]
  [  1   1   3]
  [  0   0   4]]]","0.044234,6","0.0090485,7","0.8691,9","0.051996,7","0.018562,6","0.02727,6","0.3313,5","0.18094,6","0.34299,6","0.37445,12","0.0096937,6","0.82592,9","0.51074,5","0.61413,9","0.013688,9","0.036426,5","0.24672,6","0.032437,6","0.87623,9","0.70919,5","0.55943,6","0.54661,5","0.16752,11","0,6","0.83991,6","0.32893,6","0.18509,8","0.62335,7","0.35942,8","0.082667,5","0.56182,13","0.89333,8","0.53754,5","0.15745,5","0.62859,6","0.67146,6","0.5208,5","0.57317,6","0.052124,5","0.13308,5"
00022785,00022785/20130314_045445.jpg,"[[[ 4 21 49]
  [ 7 21 56]
  [ 8 20 60]
  ...
  [10 20 32]
  [ 9 18 35]
  [ 9 17 40]]

 [[ 4 21 51]
  [ 5 19 54]
  [ 5 17 57]
  ...
  [ 9 20 40]
  [ 9 17 38]
  [ 7 15 38]]

 [[ 5 19 54]
  [ 9 21 59]
  [ 9 21 59]
  ...
  [ 8 18 45]
  [ 6 16 41]
  [ 8 16 39]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 1  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]","0.23003,6","0.022536,6","1,6","0.39799,5","0.61907,6","0.035674,6","0.4764,4","0.042921,4","0.23793,5","0.5943,4","0.060897,7","0.94631,7","0.55775,7","0.63646,7","0.014551,9","0.025065,6","0.008863,6","0.021495,7","0.81067,4","0.64741,6","0.41181,5","0.63148,6","0.67422,6","0.034892,9","1,6","0.54745,5","0.010526,8","0.80587,7","0.060906,7","0.069407,6","1,5","0.71828,7","0.17578,6","0.29843,5","0.43819,5","0.012755,5","0.041974,5","0.011951,5","0.25641,7","0.015145,5"
00023240,00023240/20121111_065153.jpg,"[[[  0   3  33]
  [  1   2  33]
  [  2   1  32]
  ...
  [ 90 108 132]
  [ 84 106 130]
  [ 85 109 135]]

 [[  0   2  33]
  [  1   2  33]
  [  0   0  30]
  ...
  [ 88 105 133]
  [ 79  99 126]
  [ 88 109 136]]

 [[  0   0  34]
  [  0   1  32]
  [  5   6  34]
  ...
  [ 91 107 140]
  [ 88 105 135]
  [ 90 109 139]]

 ...

 [[ 99 116 146]
  [100 115 148]
  [ 95 108 142]
  ...
  [ 88 111 145]
  [ 89 111 148]
  [ 91 113 152]]

 [[ 88 103 132]
  [ 85  98 130]
  [ 84  97 129]
  ...
  [ 82 105 139]
  [ 83 107 145]
  [ 91 114 155]]

 [[ 74  88 117]
  [ 74  85 115]
  [ 78  92 119]
  ...
  [ 77 100 134]
  [ 78 102 140]
  [ 90 113 155]]]","0.11939,6","0.025572,6","0.86565,6","0,7","0.53404,5","0,7","0.68223,5","0.52636,6","0.4863,6","0.99814,6","0.0081736,6","1,8","0,5","0.22095,8","0.0020111,9","0.15433,7","0.00031132,8","0.0091026,7","0.90056,7","0.58327,7","0.026444,5","0.90744,6","0.32863,6","0.015702,7","0.98228,7","0.22284,8","0.026822,6","1,6","0.53228,7","0.22469,8","1,5","0.46273,7","0.3576,5","0.93916,5","0.073019,6","0.22811,7","0.45033,6","0.60262,6","0.74218,7","0.025814,7"
00023943,00023943/20121220_011423.jpg,"[[[24 40 53]
  [25 41 56]
  [22 38 53]
  ...
  [11 16 19]
  [13 16 21]
  [17 17 27]]

 [[26 39 55]
  [26 38 54]
  [27 39 55]
  ...
  [10 15 19]
  [15 18 23]
  [18 18 26]]

 [[26 37 55]
  [29 37 50]
  [14 18 27]
  ...
  [15 18 25]
  [15 18 23]
  [15 18 23]]

 ...

 [[54 33 32]
  [54 32 34]
  [50 25 28]
  ...
  [ 1  1  1]
  [ 2  2  2]
  [ 1  1  1]]

 [[ 7  1  1]
  [ 8  0  0]
  [ 8  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  2  4]
  [ 0  1  4]
  [ 0  0  4]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]","0.016727,8","0.021213,6","0.99116,6","0.62248,6","0.94588,5","0.013983,5","0.030075,8","0.020332,6","0.038372,7","0.023211,9","0.34886,4","0.28843,5","0.74016,7","0.83645,6","0.020119,11","0.20927,6","0.032379,4","0,2","0.023343,6","0.60003,6","0.22118,6","0.24863,6","0.7734,6","0.036524,6","0.99765,6","0.74507,6","0.85587,6","0.19402,8","0.094246,6","0.10478,6","0,8","0.6533,11","0.57298,7","0.026079,7","0.6684,7","0.46185,9","0.218,9","0.22972,7","0.070816,7","0.06761,7"
00023944,00023944/20130101_012148.jpg,"[[[ 18  37  69]
  [ 17  33  58]
  [ 20  36  51]
  ...
  [ 20  32  54]
  [ 21  28  44]
  [  0   2  11]]

 [[ 19  34  55]
  [ 22  34  58]
  [ 24  36  62]
  ...
  [ 19  34  57]
  [ 20  29  46]
  [  0   3  14]]

 [[ 24  33  48]
  [  9  17  30]
  [  0   7  17]
  ...
  [ 18  33  56]
  [ 18  30  46]
  [  0   4  16]]

 ...

 [[  7   7   7]
  [  7   7   7]
  [  5   5   5]
  ...
  [165 113  74]
  [166 130 106]
  [ 33  10   2]]

 [[  1   1   1]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 20   2   0]
  [ 16   3   0]
  [  8   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   3  11]
  [  0   1   7]
  [  0   0   5]]]","0.23699,6","0,5","1,7","0.54568,5","0.25627,5","0.032158,6","0.54685,4","0.003536,6","0.16485,6","0,5","0.012119,7","0.49808,5","0.93506,9","0.71407,7","0.017521,11","0.01685,5","0,4","0.13429,9","0,7","0.82057,6","0.12974,6","0.11977,7","0.69219,4","0.027181,5","1,6","0.044146,6","0.59505,6","0.28153,3","0.028961,5","0.033158,4","0.077804,6","0.81196,10","0.046497,5","0.26551,5","0.24168,5","0.030991,5","0.5454,6","0.074115,6","0.52824,5","0.12992,8"
00023945,00023945/20121231_140733.jpg,"[[[  1   0   0]
  [  0   8  21]
  [ 71  89 125]
  ...
  [ 71  85 120]
  [ 69  85 121]
  [ 60  78 118]]

 [[  3   0   0]
  [  0   8  19]
  [ 69  88 121]
  ...
  [ 72  88 122]
  [ 66  84 120]
  [ 67  85 123]]

 [[  4   0   0]
  [  0   8  21]
  [ 71  90 122]
  ...
  [ 67  85 121]
  [ 66  84 120]
  [ 65  83 119]]

 ...

 [[  0   1   0]
  [  4   2   3]
  [ 51  41  50]
  ...
  [ 29  25  39]
  [ 29  23  37]
  [ 30  23  39]]

 [[  0   1   0]
  [  0   0   0]
  [  4   2   5]
  ...
  [  3   1   6]
  [  3   1   6]
  [  3   2   8]]

 [[  0   0   2]
  [  0   1   0]
  [  0   1   0]
  ...
  [  0   0   0]
  [  1   2   0]
  [  0   1   0]]]","0.93962,5","0,6","1,6","0.18316,5","0.58452,6","0.021399,6","0.90177,7","0.32075,6","0.4453,5","0.035966,5","0.056108,5","0.18461,6","0.39671,7","0.18159,5","0.024517,5","0.058754,6","0.035927,6","0.032568,5","0.046598,4","0.75265,5","0.032871,5","0.40334,7","0.52542,6","0.02133,5","0.8597,5","0.018358,6","0.026105,6","0.27191,5","0.57577,6","0.48514,5","0.016334,5","0.86613,6","0.1274,5","0.16685,6","0.044926,5","0.24754,5","0.37508,7","0.0097607,6","0.67401,5","0.14938,6"
