folder,name,data,dirty,daylight,night,sunrisesunset,dawndusk,sunny,clouds,fog,storm,snow,warm,cold,busy,beautiful,flowers,spring,summer,autumn,winter,glowing,colorful,dull,rugged,midday,dark,bright,dry,moist,windy,rain,ice,cluttered,soothing,stressful,exciting,sentimental,mysterious,boring,gloomy,lush
00018963,00018963/20130226_191611.jpg,"[[[  0   0   2]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   1   0]
  [  0   0   0]]

 [[ 18  16  17]
  [ 17  17  17]
  [ 17  17  17]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[238 237 235]
  [244 244 244]
  [238 238 238]
  ...
  [  0   0   0]
  [  1   0   0]
  [  0   0   0]]

 ...

 [[139 149 151]
  [147 156 161]
  [144 153 158]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[150 162 162]
  [151 163 163]
  [144 155 157]
  ...
  [  0   1   0]
  [  0   0   0]
  [  0   0   0]]

 [[153 165 165]
  [151 163 163]
  [156 167 169]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   1   0]]]","0.90393,5","1,6","0.0091096,6","0.034039,6","0.054069,6","0.14148,5","1,5","0.16133,5","0.23089,7","1,6","0.17838,5","0.78071,5","0.84393,7","0.22277,5","0.016847,6","0.1602,6","0.049492,5","0.015513,6","1,5","0.14473,5","0.19931,5","0.016129,6","0.52541,5","0.028227,6","0.12291,7","0.27869,5","0.024335,5","0.57691,5","0.089167,6","0.18774,6","0.61256,5","0.71651,6","0.23347,5","0.14372,6","0.1422,6","0.035969,5","0.14099,6","0.33088,6","0.16923,5","0.027938,5"
00018964,00018964/20120519_194706.jpg,"[[[158 159 163]
  [112 112 114]
  [103 103 105]
  ...
  [  1   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[146 150 151]
  [213 214 216]
  [167 168 170]
  ...
  [  0   0   0]
  [  0   0   0]
  [  1   1   1]]

 [[151 155 154]
  [199 203 204]
  [136 137 141]
  ...
  [  0   1   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 11  10   6]
  [ 28  27  23]
  [ 27  26  21]
  ...
  [ 48  45  38]
  [ 35  32  25]
  [ 45  42  35]]

 [[  9  10   5]
  [ 21  20  16]
  [ 17  16  12]
  ...
  [ 17  16  12]
  [ 11  10   6]
  [ 15  14  12]]

 [[  6   7   2]
  [ 12  12  10]
  [ 10   9   7]
  ...
  [  0   0   0]
  [  0   0   0]
  [  1   0   2]]]","0.33026,5","1,5","0.057548,6","0.070006,5","0.046461,5","0.20312,6","0.53629,6","0.02292,6","0.0017167,6","0.01469,5","0.25513,6","0.0092078,6","0.48259,6","0.049742,5","0.11953,6","0.18535,5","0.21163,5","0.21363,5","0.00081162,5","0.048609,5","0.016878,5","0.4879,7","0.59213,6","0.27191,6","0.17795,6","0.032846,5","0.93368,5","0.034464,5","0.2667,7","0.061289,5","0.025758,6","0.6487,7","0.049859,5","0.53585,6","0.033462,6","0.14231,6","0.15836,5","0.3862,6","0.18814,7","0.25797,6"
00018965,00018965/20120605_041759.jpg,"[[[238 246 231]
  [123 133 132]
  [184 195 201]
  ...
  [129 140 142]
  [142 156 169]
  [120 137 163]]

 [[240 240 232]
  [133 138 142]
  [180 190 200]
  ...
  [130 138 140]
  [150 159 168]
  [109 120 140]]

 [[236 234 237]
  [ 74  80  94]
  [ 82  95 112]
  ...
  [105 113 116]
  [211 218 226]
  [105 112 128]]

 ...

 [[ 89  82  66]
  [ 85  78  62]
  [ 89  82  66]
  ...
  [ 78  72  58]
  [ 74  68  56]
  [ 76  70  58]]

 [[ 86  79  63]
  [ 85  78  62]
  [ 89  82  66]
  ...
  [ 76  70  56]
  [ 73  67  55]
  [ 74  68  56]]

 [[ 85  78  62]
  [ 85  78  62]
  [ 87  80  64]
  ...
  [ 81  77  65]
  [ 78  72  60]
  [ 74  68  56]]]","0.13486,6","0.99085,6","0.020316,5","0.018651,6","0.011445,7","0.72036,7","0.04967,6","0.0093421,5","0.01956,5","0.031943,5","0.83377,5","0.46233,6","0.01943,6","0.45665,5","0.25623,5","0.6942,6","0.19706,6","0.11509,6","0.092777,7","0.17068,6","0.53776,5","0.037341,5","0.87458,6","0.42227,5","0.058319,6","1,5","0.68864,6","0.25077,5","0.034364,5","0.034319,5","0.22173,6","0.27028,5","0.24259,5","0.027372,5","0.22577,5","0.08676,5","0.13673,6","0.37212,6","0.097251,6","0.49647,5"
00018997,00018997/35.jpg,"[[[110 145 164]
  [111 144 163]
  [114 147 166]
  ...
  [ 87 118 149]
  [ 88 121 154]
  [ 87 120 153]]

 [[113 149 165]
  [111 146 165]
  [111 146 165]
  ...
  [ 83 118 146]
  [ 84 119 147]
  [ 83 118 148]]

 [[112 149 165]
  [112 149 165]
  [111 150 167]
  ...
  [ 82 120 143]
  [ 84 121 147]
  [ 80 115 143]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]","0.14042,6","1,5","0.018862,6","0.21474,7","0.039934,6","0.39565,7","0.092301,6","0.0035212,6","0.034797,6","0.023391,6","0.52268,6","0.16536,6","0.36783,5","0.32667,5","0.3026,7","0.36786,7","0.64191,5","0.34533,5","0.18196,6","0.11942,8","0.22382,6","0.17788,5","0.064115,5","0.79977,5","0.11579,5","0.27813,6","0.097296,6","0.42083,6","0.01973,7","0.016894,6","0.044631,6","0.24691,6","0.66366,5","0.10694,6","0.026848,5","0.23694,6","0.074316,6","0.13211,6","0.10979,6","0.19182,5"
00019000,00019000/1.jpg,"[[[  4   0   0]
  [  6   0   0]
  [  7   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   2   9]
  [  0   2  11]
  [  0   3  12]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 75 105 131]
  [ 74 105 133]
  [ 72 105 136]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[  7  18   0]
  [ 80  94  45]
  [ 80  97  29]
  ...
  [  0   0   2]
  [  1   0   2]
  [  1   0   2]]

 [[  8  15   0]
  [ 74  83  36]
  [ 77  89  23]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  8  12   0]
  [ 77  82  41]
  [ 78  86  26]
  ...
  [  0   1   0]
  [  0   0   0]
  [  0   1   0]]]","0.034875,6","1,8","0.038173,7","0.22324,5","0.0038784,6","0.85136,6","0.41458,6","0.054202,7","0.023314,6","0,5","0.69942,6","0.033631,5","0.81316,5","0.67967,6","0.35021,6","1,5","0.82393,5","0.47511,6","0.014539,5","0.2753,5","1,5","0.17708,6","0.45374,5","0.4864,7","0.021937,5","1,6","0.026197,6","0.49068,6","0.024932,5","0.013221,5","0.030263,6","0.38494,5","0.57177,7","0,5","0.57248,5","0.42543,6","0.026263,5","0.13332,6","0.14649,7","0.78637,7"
00019246,00019246/20120531_172450.jpg,"[[[ 73  98 155]
  [ 75  97 155]
  [ 76  96 157]
  ...
  [ 58  72 111]
  [ 58  73 114]
  [ 61  75 114]]

 [[ 70  95 151]
  [ 71  96 153]
  [ 74  96 154]
  ...
  [ 58  72 111]
  [ 59  73 112]
  [ 61  75 114]]

 [[ 72  97 151]
  [ 72  97 153]
  [ 75  97 154]
  ...
  [ 58  72 109]
  [ 59  73 110]
  [ 60  74 113]]

 ...

 [[ 44  56  36]
  [ 41  54  34]
  [ 42  55  35]
  ...
  [247 245 224]
  [241 237 210]
  [239 232 204]]

 [[ 42  55  35]
  [ 42  55  35]
  [ 44  57  37]
  ...
  [247 244 227]
  [246 241 221]
  [253 248 226]]

 [[ 42  55  37]
  [ 44  57  37]
  [ 46  60  37]
  ...
  [253 255 244]
  [255 255 245]
  [255 255 248]]]","0.0092274,6","0.91512,9","0.022157,7","0.021606,6","0.0075449,5","0.92084,6","0.076363,5","0.038459,6","0.035257,8","0.021647,11","0.62856,7","0.15938,6","0.096299,6","0.72112,7","0.0966,11","0.82249,6","0.87436,6","0.21285,5","0.031925,8","0.22032,7","0.68053,5","0,5","0.43862,10","0.034222,6","0.0066066,7","0.83824,8","0.82956,7","0.024921,7","0.066123,7","0.021933,6","0.057521,8","0.27745,7","0.71391,8","0.097898,6","0.85807,6","0.43421,6","0.4141,8","0.019856,6","0.11112,7","0.77283,7"
00019388,00019388/20120518_084405.jpg,"[[[130 130 128]
  [131 130 128]
  [130 129 125]
  ...
  [146 148 145]
  [209 211 208]
  [128 130 127]]

 [[129 131 128]
  [130 130 128]
  [129 129 127]
  ...
  [156 158 155]
  [183 185 182]
  [ 80  82  79]]

 [[129 131 128]
  [130 130 128]
  [129 129 129]
  ...
  [147 152 148]
  [204 206 203]
  [ 98 100  97]]

 ...

 [[169 127  69]
  [172 131  75]
  [168 127  73]
  ...
  [ 64  64  52]
  [ 68  68  56]
  [ 66  66  54]]

 [[170 128  70]
  [170 129  75]
  [167 126  74]
  ...
  [ 67  63  52]
  [ 67  65  53]
  [ 70  68  56]]

 [[169 128  72]
  [168 127  75]
  [166 124  74]
  ...
  [ 71  64  54]
  [ 69  65  54]
  [ 69  63  51]]]","0.17669,7","1,5","0.0018853,5","0.028687,6","0.018324,5","0.71703,6","0.4455,6","0.029474,6","0,5","0.030157,6","0.63405,5","0.007067,5","1,5","0.2207,5","0.080174,5","0.035401,5","0.24983,6","0.21974,5","0.028323,7","0.052374,6","0.54022,5","0.018509,6","0.33608,5","0.15323,6","0.095584,6","0.77802,5","0.40368,5","0.46248,5","0.14314,5","0.0099293,5","0.0077462,5","0.92183,5","0.24306,6","0.025053,6","0.53267,5","0.16923,6","0.33961,5","0.044537,5","0.057477,5","0.16327,6"
00019394,00019394/20120813_095051.jpg,"[[[ 20  19 112]
  [  8   9  89]
  [ 14  16  93]
  ...
  [134 136 175]
  [175 177 216]
  [ 15  16  73]]

 [[212 211 255]
  [ 15  15  67]
  [124 124 174]
  ...
  [ 76  77 107]
  [165 167 206]
  [ 10   9  77]]

 [[220 220 244]
  [130 128 152]
  [171 171 195]
  ...
  [192 195 214]
  [ 34  36  74]
  [  7   5  78]]

 ...

 [[253 227 204]
  [255 230 205]
  [255 230 200]
  ...
  [135 109  58]
  [141 116  62]
  [136 113  59]]

 [[249 224 202]
  [255 230 205]
  [255 230 201]
  ...
  [134 108  59]
  [142 116  65]
  [143 117  66]]

 [[221 196 174]
  [255 228 204]
  [255 228 200]
  ...
  [138 112  63]
  [141 115  66]
  [139 113  64]]]","0.015175,6","1,6","0,5","0.075151,6","0.083152,5","1,6","0.034405,5","0.023785,6","0,5","0.091758,6","1,5","0.030991,5","0.013395,6","0.57146,5","0.038731,5","0.44659,5","0.66053,5","0.75915,5","0.048152,6","0.64633,6","0.38272,5","0.48831,5","0.52523,5","0.57902,5","0.025407,5","0.5383,5","0.89913,6","0.026344,6","0.0047216,5","0.023095,7","0.086164,6","0.25701,6","0.16347,6","0.088281,5","0.49411,6","0.45006,5","0.29751,5","0.41045,5","0.044557,6","0.23602,6"
00019435,00019435/20121221_193016.jpg,"[[[113 150 179]
  [113 150 179]
  [113 150 179]
  ...
  [ 30  49  66]
  [ 29  47  67]
  [ 27  48  69]]

 [[114 151 180]
  [114 151 180]
  [113 150 179]
  ...
  [ 67  89 110]
  [ 67  89 112]
  [ 67  89 113]]

 [[114 151 180]
  [115 152 181]
  [113 150 179]
  ...
  [ 61  87 110]
  [ 61  87 110]
  [ 61  87 112]]

 ...

 [[  0   0   2]
  [  1   0   0]
  [  1   0   0]
  ...
  [  1   1   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   1   0]
  [  1   0   0]
  [  1   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   1   0]
  [  1   0   0]
  [  1   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]","0.027461,6","1,6","0.0091711,6","0.019138,8","0.21621,5","0.51019,9","0.022022,6","0.032061,6","0.042757,5","0.023296,13","0.032007,6","0.35808,5","0.63969,11","0.34151,5","0.005272,9","0.40215,8","0.73224,6","0.43633,5","0.27851,6","0.1958,5","0.49821,6","0.15721,6","0.044511,10","0.22893,10","0.014333,6","0.43369,7","0.48263,5","0.36068,5","0.48894,6","0.16393,6","0.028007,9","0.31906,8","0.41922,7","0.088261,6","0.35752,6","0.096321,6","0.095104,6","0.35709,5","0.16713,5","0.020131,11"
00019827,00019827/20120710_200546.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  1   0   0]
  ...
  [ 25  38  44]
  [ 11  14  19]
  [  0   0   4]]

 [[  0   0   0]
  [  0   0   2]
  [  1   2   7]
  ...
  [184 201 208]
  [ 72  77  81]
  [  1   0   2]]

 [[  0   0   0]
  [ 11  11  19]
  [ 41  44  61]
  ...
  [191 214 222]
  [ 73  83  85]
  [  0   0   2]]

 ...

 [[108 102  80]
  [113 104  87]
  [104  92  80]
  ...
  [127 116  98]
  [129 118  98]
  [139 127 105]]

 [[102  97  78]
  [101  95  81]
  [100  92  81]
  ...
  [112  99  82]
  [118 107  85]
  [138 126 100]]

 [[ 28  26  11]
  [ 26  24  11]
  [ 26  24  12]
  ...
  [124 111  92]
  [125 115  88]
  [135 126  97]]]","0.4281,8","1,6","0.0059195,7","0.030654,8","0.16839,8","0.75929,7","0.256,5","0.03172,6","0.024091,6","0.028233,9","0.68264,7","0.036925,6","0.12223,8","0.25132,5","0.10329,11","0.29656,5","0.27688,5","0.4053,7","0.012044,6","0.15802,5","0.71078,7","0.051629,7","0.98628,11","0.75293,6","0.03003,6","0.43494,7","0.89564,5","0.25791,6","0.076538,6","0.034747,10","0.013858,7","0.26239,7","0.47562,7","0.032735,5","0.19476,5","0.11779,6","0.37627,8","0.001099,6","0.042519,7","0.25939,12"
00019906,00019906/20130216_202134.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [126 152 185]
  [125 151 184]
  [125 151 184]]

 [[  0   1   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [125 151 184]
  [125 151 184]
  [125 151 184]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [125 151 184]
  [125 151 184]
  [126 152 185]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   2]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   2]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   1   0]
  [  0   1   0]]]","0.44684,6","1,6","0.047628,6","0.0071848,7","0.0096841,7","0.78401,7","0.057486,6","0.036406,5","0.0060079,8","0.12092,5","0.3002,6","0.021067,5","0.018736,6","0.30321,8","0.072466,7","0.19259,6","0.21243,5","0.68864,6","0.22743,6","0.01423,5","0.40971,8","0.1835,5","0.0075191,6","0.80684,8","0.03837,6","0.79928,5","1,5","0.095802,6","0.37725,8","0.038069,8","0.010733,6","0.68018,7","0.17643,5","0.012755,5","0.15108,6","0.11294,7","0.048152,6","0.40286,6","0.037139,7","0.15498,6"
00019919,00019919/20120924_142225.jpg,"[[[ 56 133 221]
  [ 59 131 216]
  [ 64 132 213]
  ...
  [ 60 134 209]
  [ 56 132 207]
  [ 60 133 210]]

 [[ 56 134 217]
  [ 58 133 216]
  [ 61 132 214]
  ...
  [ 60 134 207]
  [ 58 132 205]
  [ 59 133 208]]

 [[ 56 135 214]
  [ 55 132 212]
  [ 61 133 217]
  ...
  [ 62 134 208]
  [ 58 132 205]
  [ 59 133 208]]

 ...

 [[ 93  89  52]
  [118 103  60]
  [144 121  77]
  ...
  [143 122  95]
  [145 125  92]
  [139 119  82]]

 [[ 90  79  51]
  [122 107  76]
  [141 126  95]
  ...
  [134 118  93]
  [146 126  99]
  [141 115  88]]

 [[139 123 100]
  [153 140 123]
  [114 108  96]
  ...
  [126 114  92]
  [146 126 102]
  [145 115  91]]]","0.066751,9","1,6","0.027135,7","0.038939,6","0.26359,5","0.86671,6","0.51372,5","0.17266,6","0.064658,8","0.39784,7","0.45111,6","0.032625,4","0.010111,8","0.44721,5","0.10868,10","0.40358,7","0.41299,5","0.33715,5","0.20038,6","0.34365,6","0.51024,6","0.27538,6","0.97795,6","0.24342,6","0.097403,9","0.36145,6","0.56177,6","0.74587,6","0.15762,8","0.033111,7","0.14293,6","0.41767,9","0.10257,5","0.173,6","0.29501,6","0.1638,6","0.4265,5","0.033614,7","0.14181,6","0.096418,10"
00019920,00019920/20130403_152717.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 96  82  69]
  [ 73  66  56]
  [ 96  93  88]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[134 129 110]
  [139 136 129]
  [ 87  83  84]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 92  91  71]
  [112 111 106]
  [ 66  60  64]
  ...
  [  0   0   2]
  [  0   0   2]
  [  0   0   0]]]","0.28251,9","1,7","0.0082131,6","0.006471,6","0.038587,6","0.7631,5","0.30707,6","0.062513,6","0.22628,5","0.39795,5","0.43193,5","0.5206,7","0.00057305,7","0.65605,5","0.083019,8","0.79066,6","0.35271,6","0.38117,5","0.11979,7","0.26119,7","0.75536,5","0.4528,5","0.92074,9","0.47735,6","0.017146,7","0.63022,6","0.49156,5","0.012513,7","0.18359,5","0.12028,7","0.42238,5","0.66482,6","0.75292,6","0.087856,5","0.13873,5","0.12751,5","0.058191,7","0.079514,8","0.11272,6","0.29373,5"
00021901,00021901/20130131_134839.jpg,"[[[191 193 192]
  [194 196 195]
  [192 194 193]
  ...
  [164 155 158]
  [164 147 153]
  [162 141 148]]

 [[191 193 192]
  [193 195 194]
  [192 194 193]
  ...
  [170 161 164]
  [166 149 155]
  [165 142 150]]

 [[193 195 194]
  [193 195 194]
  [193 195 194]
  ...
  [171 167 168]
  [168 156 160]
  [167 146 153]]

 ...

 [[  4  10  10]
  [ 65  69  70]
  [  3   7   8]
  ...
  [  0   0   2]
  [  0   1   3]
  [  0   2   1]]

 [[  3   4   6]
  [ 49  50  52]
  [ 55  56  58]
  ...
  [  0   1   3]
  [  0   2   1]
  [  0   2   1]]

 [[  6   2   3]
  [  7   5   6]
  [ 10   8   9]
  ...
  [  1   1   1]
  [  1   1   1]
  [  0   2   1]]]","0.2217,6","0.93433,6","0.11898,8","0.23076,7","0.018562,6","0.84145,6","0.05285,4","0.36442,6","0.027836,6","0.34073,13","0.6752,6","0.57136,9","0.039116,6","0.30908,9","0.067614,8","0.37139,5","0.11801,6","0.037453,7","0.80989,9","0.71347,5","0.89182,7","0.44903,5","0.11895,11","0.29872,6","0.031957,6","0.69739,6","0.26139,8","0.59764,7","0.30045,8","0.16772,5","0.5117,13","0.80707,8","0.3373,5","0.1448,5","0.38466,6","0.27757,6","0.40377,5","0.46214,6","0.052124,5","0.024077,5"
00022785,00022785/20130413_155433.jpg,"[[[181 186 189]
  [184 188 191]
  [186 190 193]
  ...
  [232 236 235]
  [210 211 213]
  [ 24  22  25]]

 [[183 188 191]
  [185 189 192]
  [186 190 193]
  ...
  [230 236 236]
  [206 210 211]
  [ 22  23  25]]

 [[181 190 189]
  [183 188 191]
  [185 190 193]
  ...
  [230 235 238]
  [201 207 207]
  [ 19  23  24]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   1   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]","0.65543,8","0.97207,6","0.022583,6","0.15996,5","0.036057,6","0.6867,6","0.68262,5","0.03276,7","0.013477,6","0.65721,5","0.060897,7","0.94631,7","0.12775,6","0.3836,7","0.036155,12","0.1891,6","0.24089,7","0.24958,7","0.90934,5","0.79792,5","0.2692,5","0.63148,6","0.95787,7","0.25284,10","0.14642,6","0.8457,5","0.11119,9","0.91011,7","0.060906,7","0.26307,6","0.86633,6","0.8287,7","0.31695,6","0.024984,5","0.30097,5","0.2762,5","0.023319,6","0.011951,5","0.10185,8","0.084257,5"
00023240,00023240/20121121_135157.jpg,"[[[  2   2  10]
  [  1   1  11]
  [  0   1  14]
  ...
  [172 186 199]
  [171 184 200]
  [173 186 202]]

 [[  0   2  11]
  [  0   1  13]
  [  0   0  13]
  ...
  [172 186 199]
  [172 185 201]
  [172 185 201]]

 [[  0   2  13]
  [  0   1  13]
  [  0   0  12]
  ...
  [170 184 197]
  [173 186 202]
  [173 187 200]]

 ...

 [[ 60  53  47]
  [ 61  51  49]
  [ 62  51  49]
  ...
  [106  87  55]
  [100  80  53]
  [ 90  70  46]]

 [[ 55  48  42]
  [ 59  49  47]
  [ 59  48  46]
  ...
  [143 120  88]
  [115  91  63]
  [101  77  53]]

 [[ 55  48  42]
  [ 55  47  45]
  [ 61  51  49]
  ...
  [134 112  75]
  [123  98  68]
  [110  84  59]]]","0.31267,7","0.99395,8","0.096573,5","0.11769,6","0,6","0.23147,6","0.79485,5","0,6","0.14091,7","0.15825,5","0.31375,6","0.14023,7","0,5","0.26585,7","0.055466,9","0.59079,7","0.78884,7","0.68743,6","0.30037,7","0.14391,6","0.20633,5","0.88983,5","0.68659,6","0.10975,7","0.091591,6","0.39317,7","1,5","0.8615,5","0.31339,7","0.010793,9","0.20536,5","0.54444,7","0.27287,5","0.2158,5","0.25515,6","0.095338,7","0.1923,6","0.13802,5","0.071511,6","0.2596,6"
00023943,00023943/20121225_151426.jpg,"[[[103 136 167]
  [103 138 166]
  [101 136 164]
  ...
  [103 135 160]
  [100 134 161]
  [101 135 163]]

 [[102 139 168]
  [106 137 165]
  [114 140 167]
  ...
  [103 135 160]
  [102 136 161]
  [101 135 160]]

 [[101 140 169]
  [104 130 153]
  [ 49  62  78]
  ...
  [101 135 162]
  [102 136 161]
  [102 136 161]]

 ...

 [[ 66  62  51]
  [ 69  62  54]
  [ 62  55  49]
  ...
  [ 39  36  31]
  [ 31  29  30]
  [ 36  33  40]]

 [[  6   5   0]
  [  8   4   1]
  [  5   1   0]
  ...
  [  3   3   1]
  [  2   2   2]
  [  3   3   5]]

 [[  0   1   0]
  [  0   0   2]
  [  0   0   4]
  ...
  [  0   0   2]
  [  0   0   0]
  [  0   0   0]]]","0.30415,7","1,6","0.024855,6","0.21761,5","0.4785,5","0.88397,5","0.12589,7","0.18835,6","0.10002,7","0.023211,9","0.22959,6","0.10578,6","0.43621,6","0.38237,5","0.12904,11","0.40033,6","0.35471,6","0.19516,5","0.018307,8","0.053944,7","0.1953,6","0.026721,6","0.80134,7","0.13665,6","0.12612,7","0.51321,6","0.83536,7","0.30694,8","0.0077018,6","0.070872,7","0,8","0.60063,11","0.65159,7","0.036524,6","0.18305,7","0.18698,9","0.074451,10","0.10176,7","0.025964,7","0.68912,7"
00023944,00023944/20130322_212147.jpg,"[[[ 65 111 163]
  [ 64 110 162]
  [ 67 110 165]
  ...
  [ 70 113 156]
  [  0  11  27]
  [  6   0   0]]

 [[ 60 114 161]
  [ 61 113 160]
  [ 61 114 156]
  ...
  [ 71 116 158]
  [  0  11  27]
  [  6   0   0]]

 [[ 59 116 161]
  [ 60 114 158]
  [ 61 116 157]
  ...
  [ 72 116 161]
  [  0  10  29]
  [  6   0   0]]

 ...

 [[124 104 116]
  [116  99 107]
  [116 101 104]
  ...
  [150 116 140]
  [ 20   8  18]
  [  0   2   0]]

 [[109  93 103]
  [113  98 105]
  [115 103 107]
  ...
  [172 140 161]
  [ 20   9  17]
  [  0   1   0]]

 [[107  95  99]
  [106  93 100]
  [109  98 104]
  ...
  [192 163 181]
  [ 21  10  16]
  [  0   1   0]]]","0.24119,6","0.99549,6","0.030834,6","0.26647,5","0.06962,5","0.82404,8","0.43552,5","0.11338,6","0.0091567,6","0,5","0.50863,7","0,5","0.68718,8","0.24606,7","0.021829,12","0.79008,6","0.45584,5","0.17322,9","0,7","0.0034954,5","0.16687,6","0.02682,7","0.74683,5","0.74594,6","0.025005,6","0.49218,7","0.73386,7","0.10566,5","0.07863,6","0.031478,5","0.037594,6","0.89204,10","0.32437,6","0.17633,6","0.10896,5","0.084204,5","0.10659,6","0.032967,6","0.0040996,5","0.12992,8"
00023945,00023945/20121218_165515.jpg,"[[[ 90 142 189]
  [ 94 142 188]
  [ 99 141 189]
  ...
  [ 51 117 169]
  [ 55 118 172]
  [ 54 115 172]]

 [[ 90 142 190]
  [ 91 143 191]
  [ 92 144 192]
  ...
  [ 50 115 169]
  [ 51 116 170]
  [ 51 116 172]]

 [[ 89 141 191]
  [ 89 141 191]
  [ 88 141 191]
  ...
  [ 50 117 170]
  [ 50 117 170]
  [ 52 117 173]]

 ...

 [[255 239 250]
  [244 231 240]
  [238 225 234]
  ...
  [ 32  39  49]
  [ 31  38  46]
  [ 32  39  47]]

 [[255 239 249]
  [244 231 240]
  [238 227 235]
  ...
  [ 33  40  48]
  [ 32  39  47]
  [ 32  39  47]]

 [[255 236 249]
  [247 231 244]
  [238 226 238]
  ...
  [ 31  38  46]
  [ 31  38  46]
  [ 31  38  46]]]","0.060134,5","0.99826,6","0.0033613,6","0.056268,5","0.015609,6","1,6","0.18745,7","0.0006567,6","0.042993,5","0.035966,5","0.84768,5","0.028682,6","0.013979,7","0.038989,5","0.024517,5","0.17678,6","0.035927,6","0.56344,5","0.16314,5","0.45495,5","0.71128,5","0.025145,7","0.91657,6","0.5795,5","0.017987,5","0.84633,6","0.80873,6","0.022656,5","0.13156,6","0.003229,5","0.016334,5","1,6","0.32501,5","0.02191,6","0.10038,5","0.1891,5","0.030162,7","0.0097607,6","0.026522,5","0.19463,6"
